date,fiscal_year,fiscal_month,scenario,holding_id,company_id,cost_center_id,country_code,cash_currency,cash_amount
2022-02-28,2022,2,PRE,HOLD01,C001,C001_AD2,BR,BRL,1188534.43
2022-02-28,2022,2,PRE,HOLD01,C001,C001_AD3,BR,BRL,1188534.43
2022-02-28,2022,2,PRE,HOLD01,C001,C001_CO1,BR,BRL,1188534.43
2022-02-28,2022,2,PRE,HOLD01,C001,C001_CO2,BR,BRL,1188534.43
2022-02-28,2022,2,PRE,HOLD01,C001,C001_CO3,BR,BRL,1188534.43
2022-02-28,2022,2,POST,HOLD01,C001,C001_OP1,BR,BRL,1392858.79
2022-02-28,2022,2,POST,HOLD01,C001,C001_OP2,BR,BRL,1392858.79
2022-02-28,2022,2,POST,HOLD01,C001,C001_OP3,BR,BRL,1392858.79
2022-02-28,2022,2,POST,HOLD01,C001,C001_AD1,BR,BRL,1392858.79
2022-02-28,2022,2,POST,HOLD01,C001,C001_AD2,BR,BRL,1392858.79
2022-02-28,2022,2,POST,HOLD01,C001,C001_AD3,BR,BRL,1392858.79
2022-02-28,2022,2,POST,HOLD01,C001,C001_CO1,BR,BRL,1392858.79
2022-02-28,2022,2,POST,HOLD01,C001,C001_CO2,BR,BRL,1392858.79
2022-02-28,2022,2,POST,HOLD01,C001,C001_CO3,BR,BRL,1392858.79
2022-03-31,2022,3,PRE,HOLD01,C001,C001_OP1,BR,BRL,1188534.43
2022-03-31,2022,3,PRE,HOLD01,C001,C001_OP2,BR,BRL,1188534.43
2022-03-31,2022,3,PRE,HOLD01,C001,C001_OP3,BR,BRL,1188534.43
2022-03-31,2022,3,PRE,HOLD01,C001,C001_AD1,BR,BRL,1188534.43
2022-03-31,2022,3,PRE,HOLD01,C001,C001_AD2,BR,BRL,1188534.43
2022-03-31,2022,3,PRE,HOLD01,C001,C001_AD3,BR,BRL,1188534.43
2022-03-31,2022,3,PRE,HOLD01,C001,C001_CO1,BR,BRL,1188534.43
2022-03-31,2022,3,PRE,HOLD01,C001,C001_CO2,BR,BRL,1188534.43
2022-03-31,2022,3,PRE,HOLD01,C001,C001_CO3,BR,BRL,1188534.43
2022-03-31,2022,3,POST,HOLD01,C001,C001_OP1,BR,BRL,1367451.42
2022-03-31,2022,3,POST,HOLD01,C001,C001_OP2,BR,BRL,1367451.42
2022-03-31,2022,3,POST,HOLD01,C001,C001_OP3,BR,BRL,1367451.42
2022-03-31,2022,3,POST,HOLD01,C001,C001_AD1,BR,BRL,1367451.42
2022-03-31,2022,3,POST,HOLD01,C001,C001_AD2,BR,BRL,1367451.42
2022-03-31,2022,3,POST,HOLD01,C001,C001_AD3,BR,BRL,1367451.42
2022-03-31,2022,3,POST,HOLD01,C001,C001_CO1,BR,BRL,1367451.42
2022-03-31,2022,3,POST,HOLD01,C001,C001_CO2,BR,BRL,1367451.42
2022-03-31,2022,3,POST,HOLD01,C001,C001_CO3,BR,BRL,1367451.42
2022-04-30,2022,4,PRE,HOLD01,C001,C001_OP1,BR,BRL,1188534.43
2022-04-30,2022,4,PRE,HOLD01,C001,C001_OP2,BR,BRL,1188534.43
2022-04-30,2022,4,PRE,HOLD01,C001,C001_OP3,BR,BRL,1188534.43
2022-04-30,2022,4,PRE,HOLD01,C001,C001_AD1,BR,BRL,1188534.43
2022-04-30,2022,4,PRE,HOLD01,C001,C001_AD2,BR,BRL,1188534.43
2022-04-30,2022,4,PRE,HOLD01,C001,C001_AD3,BR,BRL,1188534.43
2022-04-30,2022,4,PRE,HOLD01,C001,C001_CO1,BR,BRL,1188534.43
2022-04-30,2022,4,PRE,HOLD01,C001,C001_CO2,BR,BRL,1188534.43
2022-04-30,2022,4,PRE,HOLD01,C001,C001_CO3,BR,BRL,1188534.43
2022-04-30,2022,4,POST,HOLD01,C001,C001_OP1,BR,BRL,1260198.01
2022-04-30,2022,4,POST,HOLD01,C001,C001_OP2,BR,BRL,1260198.01
2022-04-30,2022,4,POST,HOLD01,C001,C001_OP3,BR,BRL,1260198.01
2022-04-30,2022,4,POST,HOLD01,C001,C001_AD1,BR,BRL,1260198.01
2022-04-30,2022,4,POST,HOLD01,C001,C001_AD2,BR,BRL,1260198.01
2022-04-30,2022,4,POST,HOLD01,C001,C001_AD3,BR,BRL,1260198.01
2022-04-30,2022,4,POST,HOLD01,C001,C001_CO1,BR,BRL,1260198.01
2022-04-30,2022,4,POST,HOLD01,C001,C001_CO2,BR,BRL,1260198.01
2022-04-30,2022,4,POST,HOLD01,C001,C001_CO3,BR,BRL,1260198.01
2022-05-31,2022,5,PRE,HOLD01,C001,C001_OP1,BR,BRL,1188534.43
2022-05-31,2022,5,PRE,HOLD01,C001,C001_OP2,BR,BRL,1188534.43
2022-05-31,2022,5,PRE,HOLD01,C001,C001_OP3,BR,BRL,1188534.43
2022-05-31,2022,5,PRE,HOLD01,C001,C001_AD1,BR,BRL,1188534.43
2022-05-31,2022,5,PRE,HOLD01,C001,C001_AD2,BR,BRL,1188534.43
2022-05-31,2022,5,PRE,HOLD01,C001,C001_AD3,BR,BRL,1188534.43
2022-05-31,2022,5,PRE,HOLD01,C001,C001_CO1,BR,BRL,1188534.43
2022-05-31,2022,5,PRE,HOLD01,C001,C001_CO2,BR,BRL,1188534.43
2022-05-31,2022,5,PRE,HOLD01,C001,C001_CO3,BR,BRL,1188534.43
2022-05-31,2022,5,POST,HOLD01,C001,C001_OP1,BR,BRL,1314197.34
2022-05-31,2022,5,POST,HOLD01,C001,C001_OP2,BR,BRL,1314197.34
2022-05-31,2022,5,POST,HOLD01,C001,C001_OP3,BR,BRL,1314197.34
2022-05-31,2022,5,POST,HOLD01,C001,C001_AD1,BR,BRL,1314197.34
2022-05-31,2022,5,POST,HOLD01,C001,C001_AD2,BR,BRL,1314197.34
2022-05-31,2022,5,POST,HOLD01,C001,C001_AD3,BR,BRL,1314197.34
2022-05-31,2022,5,POST,HOLD01,C001,C001_CO1,BR,BRL,1314197.34
2022-05-31,2022,5,POST,HOLD01,C001,C001_CO2,BR,BRL,1314197.34
2022-05-31,2022,5,POST,HOLD01,C001,C001_CO3,BR,BRL,1314197.34
2022-06-30,2022,6,PRE,HOLD01,C001,C001_OP1,BR,BRL,1188534.43
2022-06-30,2022,6,PRE,HOLD01,C001,C001_OP2,BR,BRL,1188534.43
2022-06-30,2022,6,PRE,HOLD01,C001,C001_OP3,BR,BRL,1188534.43
2022-06-30,2022,6,PRE,HOLD01,C001,C001_AD1,BR,BRL,1188534.43
2022-06-30,2022,6,PRE,HOLD01,C001,C001_AD2,BR,BRL,1188534.43
2022-06-30,2022,6,PRE,HOLD01,C001,C001_AD3,BR,BRL,1188534.43
2022-06-30,2022,6,PRE,HOLD01,C001,C001_CO1,BR,BRL,1188534.43
2022-06-30,2022,6,PRE,HOLD01,C001,C001_CO2,BR,BRL,1188534.43
2022-06-30,2022,6,PRE,HOLD01,C001,C001_CO3,BR,BRL,1188534.43
2022-06-30,2022,6,POST,HOLD01,C001,C001_OP1,BR,BRL,1463862.21
2022-06-30,2022,6,POST,HOLD01,C001,C001_OP2,BR,BRL,1463862.21
2022-06-30,2022,6,POST,HOLD01,C001,C001_OP3,BR,BRL,1463862.21
2022-06-30,2022,6,POST,HOLD01,C001,C001_AD1,BR,BRL,1463862.21
2022-06-30,2022,6,POST,HOLD01,C001,C001_AD2,BR,BRL,1463862.21
2022-06-30,2022,6,POST,HOLD01,C001,C001_AD3,BR,BRL,1463862.21
2022-06-30,2022,6,POST,HOLD01,C001,C001_CO1,BR,BRL,1463862.21
2022-06-30,2022,6,POST,HOLD01,C001,C001_CO2,BR,BRL,1463862.21
2022-06-30,2022,6,POST,HOLD01,C001,C001_CO3,BR,BRL,1463862.21
2022-07-31,2022,7,PRE,HOLD01,C001,C001_OP1,BR,BRL,1188534.43
2022-07-31,2022,7,PRE,HOLD01,C001,C001_OP2,BR,BRL,1188534.43
2022-07-31,2022,7,PRE,HOLD01,C001,C001_OP3,BR,BRL,1188534.43
2022-07-31,2022,7,PRE,HOLD01,C001,C001_AD1,BR,BRL,1188534.43
2022-07-31,2022,7,PRE,HOLD01,C001,C001_AD2,BR,BRL,1188534.43
2022-07-31,2022,7,PRE,HOLD01,C001,C001_AD3,BR,BRL,1188534.43
2022-07-31,2022,7,PRE,HOLD01,C001,C001_CO1,BR,BRL,1188534.43
2022-07-31,2022,7,PRE,HOLD01,C001,C001_CO2,BR,BRL,1188534.43
2022-07-31,2022,7,PRE,HOLD01,C001,C001_CO3,BR,BRL,1188534.43
2022-07-31,2022,7,POST,HOLD01,C001,C001_OP1,BR,BRL,1304906.66
2022-07-31,2022,7,POST,HOLD01,C001,C001_OP2,BR,BRL,1304906.66
2022-07-31,2022,7,POST,HOLD01,C001,C001_OP3,BR,BRL,1304906.66
2022-07-31,2022,7,POST,HOLD01,C001,C001_AD1,BR,BRL,1304906.66
2022-07-31,2022,7,POST,HOLD01,C001,C001_AD2,BR,BRL,1304906.66
2022-07-31,2022,7,POST,HOLD01,C001,C001_AD3,BR,BRL,1304906.66
2022-07-31,2022,7,POST,HOLD01,C001,C001_CO1,BR,BRL,1304906.66
2022-07-31,2022,7,POST,HOLD01,C001,C001_CO2,BR,BRL,1304906.66
2022-07-31,2022,7,POST,HOLD01,C001,C001_CO3,BR,BRL,1304906.66
2022-08-31,2022,8,PRE,HOLD01,C001,C001_OP1,BR,BRL,1188534.43
2022-08-31,2022,8,PRE,HOLD01,C001,C001_OP2,BR,BRL,1188534.43
2022-08-31,2022,8,PRE,HOLD01,C001,C001_OP3,BR,BRL,1188534.43
2022-08-31,2022,8,PRE,HOLD01,C001,C001_AD1,BR,BRL,1188534.43
2022-08-31,2022,8,PRE,HOLD01,C001,C001_AD2,BR,BRL,1188534.43
2022-08-31,2022,8,PRE,HOLD01,C001,C001_AD3,BR,BRL,1188534.43
2022-08-31,2022,8,PRE,HOLD01,C001,C001_CO1,BR,BRL,1188534.43
2022-08-31,2022,8,PRE,HOLD01,C001,C001_CO2,BR,BRL,1188534.43
2022-08-31,2022,8,PRE,HOLD01,C001,C001_CO3,BR,BRL,1188534.43
2022-08-31,2022,8,POST,HOLD01,C001,C001_OP1,BR,BRL,1282403.66
2022-08-31,2022,8,POST,HOLD01,C001,C001_OP2,BR,BRL,1282403.66
2022-08-31,2022,8,POST,HOLD01,C001,C001_OP3,BR,BRL,1282403.66
2022-08-31,2022,8,POST,HOLD01,C001,C001_AD1,BR,BRL,1282403.66
2022-08-31,2022,8,POST,HOLD01,C001,C001_AD2,BR,BRL,1282403.66
2022-08-31,2022,8,POST,HOLD01,C001,C001_AD3,BR,BRL,1282403.66
2022-08-31,2022,8,POST,HOLD01,C001,C001_CO1,BR,BRL,1282403.66
2022-08-31,2022,8,POST,HOLD01,C001,C001_CO2,BR,BRL,1282403.66
2022-08-31,2022,8,POST,HOLD01,C001,C001_CO3,BR,BRL,1282403.66
2022-09-30,2022,9,PRE,HOLD01,C001,C001_OP1,BR,BRL,1188534.43
2022-09-30,2022,9,PRE,HOLD01,C001,C001_OP2,BR,BRL,1188534.43
2022-09-30,2022,9,PRE,HOLD01,C001,C001_OP3,BR,BRL,1188534.43
2022-09-30,2022,9,PRE,HOLD01,C001,C001_AD1,BR,BRL,1188534.43
2022-09-30,2022,9,PRE,HOLD01,C001,C001_AD2,BR,BRL,1188534.43
2022-09-30,2022,9,PRE,HOLD01,C001,C001_AD3,BR,BRL,1188534.43
2022-09-30,2022,9,PRE,HOLD01,C001,C001_CO1,BR,BRL,1188534.43
2022-09-30,2022,9,PRE,HOLD01,C001,C001_CO2,BR,BRL,1188534.43
2022-09-30,2022,9,PRE,HOLD01,C001,C001_CO3,BR,BRL,1188534.43
2022-09-30,2022,9,POST,HOLD01,C001,C001_OP1,BR,BRL,1364307.45
2022-09-30,2022,9,POST,HOLD01,C001,C001_OP2,BR,BRL,1364307.45
2022-09-30,2022,9,POST,HOLD01,C001,C001_OP3,BR,BRL,1364307.45
2022-09-30,2022,9,POST,HOLD01,C001,C001_AD1,BR,BRL,1364307.45
2022-09-30,2022,9,POST,HOLD01,C001,C001_AD2,BR,BRL,1364307.45
2022-09-30,2022,9,POST,HOLD01,C001,C001_AD3,BR,BRL,1364307.45
2022-09-30,2022,9,POST,HOLD01,C001,C001_CO1,BR,BRL,1364307.45
2022-09-30,2022,9,POST,HOLD01,C001,C001_CO2,BR,BRL,1364307.45
2022-09-30,2022,9,POST,HOLD01,C001,C001_CO3,BR,BRL,1364307.45
2022-10-31,2022,10,PRE,HOLD01,C001,C001_OP1,BR,BRL,1188534.43
2022-10-31,2022,10,PRE,HOLD01,C001,C001_OP2,BR,BRL,1188534.43
2022-10-31,2022,10,PRE,HOLD01,C001,C001_OP3,BR,BRL,1188534.43
2022-10-31,2022,10,PRE,HOLD01,C001,C001_AD1,BR,BRL,1188534.43
2022-10-31,2022,10,PRE,HOLD01,C001,C001_AD2,BR,BRL,1188534.43
2022-10-31,2022,10,PRE,HOLD01,C001,C001_AD3,BR,BRL,1188534.43
2022-10-31,2022,10,PRE,HOLD01,C001,C001_CO1,BR,BRL,1188534.43
2022-10-31,2022,10,PRE,HOLD01,C001,C001_CO2,BR,BRL,1188534.43
2022-10-31,2022,10,PRE,HOLD01,C001,C001_CO3,BR,BRL,1188534.43
2022-10-31,2022,10,POST,HOLD01,C001,C001_OP1,BR,BRL,1482257.05
2022-10-31,2022,10,POST,HOLD01,C001,C001_OP2,BR,BRL,1482257.05
2022-10-31,2022,10,POST,HOLD01,C001,C001_OP3,BR,BRL,1482257.05
2022-10-31,2022,10,POST,HOLD01,C001,C001_AD1,BR,BRL,1482257.05
2022-10-31,2022,10,POST,HOLD01,C001,C001_AD2,BR,BRL,1482257.05
2022-10-31,2022,10,POST,HOLD01,C001,C001_AD3,BR,BRL,1482257.05
2022-10-31,2022,10,POST,HOLD01,C001,C001_CO1,BR,BRL,1482257.05
2022-10-31,2022,10,POST,HOLD01,C001,C001_CO2,BR,BRL,1482257.05
2022-10-31,2022,10,POST,HOLD01,C001,C001_CO3,BR,BRL,1482257.05
2022-11-30,2022,11,PRE,HOLD01,C001,C001_OP1,BR,BRL,1188534.43
2022-11-30,2022,11,PRE,HOLD01,C001,C001_OP2,BR,BRL,1188534.43
2022-11-30,2022,11,PRE,HOLD01,C001,C001_OP3,BR,BRL,1188534.43
2022-11-30,2022,11,PRE,HOLD01,C001,C001_AD1,BR,BRL,1188534.43
2022-11-30,2022,11,PRE,HOLD01,C001,C001_AD2,BR,BRL,1188534.43
2022-11-30,2022,11,PRE,HOLD01,C001,C001_AD3,BR,BRL,1188534.43
2022-11-30,2022,11,PRE,HOLD01,C001,C001_CO1,BR,BRL,1188534.43
2022-11-30,2022,11,PRE,HOLD01,C001,C001_CO2,BR,BRL,1188534.43
2022-11-30,2022,11,PRE,HOLD01,C001,C001_CO3,BR,BRL,1188534.43
2022-11-30,2022,11,POST,HOLD01,C001,C001_OP1,BR,BRL,1305499.36
2022-11-30,2022,11,POST,HOLD01,C001,C001_OP2,BR,BRL,1305499.36
2022-11-30,2022,11,POST,HOLD01,C001,C001_OP3,BR,BRL,1305499.36
2022-11-30,2022,11,POST,HOLD01,C001,C001_AD1,BR,BRL,1305499.36
2022-11-30,2022,11,POST,HOLD01,C001,C001_AD2,BR,BRL,1305499.36
2022-11-30,2022,11,POST,HOLD01,C001,C001_AD3,BR,BRL,1305499.36
2022-11-30,2022,11,POST,HOLD01,C001,C001_CO1,BR,BRL,1305499.36
2022-11-30,2022,11,POST,HOLD01,C001,C001_CO2,BR,BRL,1305499.36
2022-11-30,2022,11,POST,HOLD01,C001,C001_CO3,BR,BRL,1305499.36
2022-12-31,2022,12,PRE,HOLD01,C001,C001_OP1,BR,BRL,1188534.43
2022-12-31,2022,12,PRE,HOLD01,C001,C001_OP2,BR,BRL,1188534.43
2022-12-31,2022,12,PRE,HOLD01,C001,C001_OP3,BR,BRL,1188534.43
2022-12-31,2022,12,PRE,HOLD01,C001,C001_AD1,BR,BRL,1188534.43
2022-12-31,2022,12,PRE,HOLD01,C001,C001_AD2,BR,BRL,1188534.43
2022-12-31,2022,12,PRE,HOLD01,C001,C001_AD3,BR,BRL,1188534.43
2022-12-31,2022,12,PRE,HOLD01,C001,C001_CO1,BR,BRL,1188534.43
2022-12-31,2022,12,PRE,HOLD01,C001,C001_CO2,BR,BRL,1188534.43
2022-12-31,2022,12,PRE,HOLD01,C001,C001_CO3,BR,BRL,1188534.43
2022-12-31,2022,12,POST,HOLD01,C001,C001_OP1,BR,BRL,1407732.4
2022-12-31,2022,12,POST,HOLD01,C001,C001_OP2,BR,BRL,1407732.4
2022-12-31,2022,12,POST,HOLD01,C001,C001_OP3,BR,BRL,1407732.4
2022-12-31,2022,12,POST,HOLD01,C001,C001_AD1,BR,BRL,1407732.4
2022-12-31,2022,12,POST,HOLD01,C001,C001_AD2,BR,BRL,1407732.4
2022-12-31,2022,12,POST,HOLD01,C001,C001_AD3,BR,BRL,1407732.4
2022-12-31,2022,12,POST,HOLD01,C001,C001_CO1,BR,BRL,1407732.4
2022-12-31,2022,12,POST,HOLD01,C001,C001_CO2,BR,BRL,1407732.4
2022-12-31,2022,12,POST,HOLD01,C001,C001_CO3,BR,BRL,1407732.4
2023-01-31,2023,1,PRE,HOLD01,C001,C001_OP1,BR,BRL,1188534.43
2023-01-31,2023,1,PRE,HOLD01,C001,C001_OP2,BR,BRL,1188534.43
2023-01-31,2023,1,PRE,HOLD01,C001,C001_OP3,BR,BRL,1188534.43
2023-01-31,2023,1,PRE,HOLD01,C001,C001_AD1,BR,BRL,1188534.43
2023-01-31,2023,1,PRE,HOLD01,C001,C001_AD2,BR,BRL,1188534.43
2023-01-31,2023,1,PRE,HOLD01,C001,C001_AD3,BR,BRL,1188534.43
2023-01-31,2023,1,PRE,HOLD01,C001,C001_CO1,BR,BRL,1188534.43
2023-01-31,2023,1,PRE,HOLD01,C001,C001_CO2,BR,BRL,1188534.43
2023-01-31,2023,1,PRE,HOLD01,C001,C001_CO3,BR,BRL,1188534.43
2023-01-31,2023,1,POST,HOLD01,C001,C001_OP1,BR,BRL,1429003.38
2023-01-31,2023,1,POST,HOLD01,C001,C001_OP2,BR,BRL,1429003.38
2023-01-31,2023,1,POST,HOLD01,C001,C001_OP3,BR,BRL,1429003.38
2023-01-31,2023,1,POST,HOLD01,C001,C001_AD1,BR,BRL,1429003.38
2023-01-31,2023,1,POST,HOLD01,C001,C001_AD2,BR,BRL,1429003.38
2023-01-31,2023,1,POST,HOLD01,C001,C001_AD3,BR,BRL,1429003.38
2023-01-31,2023,1,POST,HOLD01,C001,C001_CO1,BR,BRL,1429003.38
2023-01-31,2023,1,POST,HOLD01,C001,C001_CO2,BR,BRL,1429003.38
2023-01-31,2023,1,POST,HOLD01,C001,C001_CO3,BR,BRL,1429003.38
2023-02-28,2023,2,PRE,HOLD01,C001,C001_OP1,BR,BRL,1188534.43
2023-02-28,2023,2,PRE,HOLD01,C001,C001_OP2,BR,BRL,1188534.43
2023-02-28,2023,2,PRE,HOLD01,C001,C001_OP3,BR,BRL,1188534.43
2023-02-28,2023,2,PRE,HOLD01,C001,C001_AD1,BR,BRL,1188534.43
2023-02-28,2023,2,PRE,HOLD01,C001,C001_AD2,BR,BRL,1188534.43
2023-02-28,2023,2,PRE,HOLD01,C001,C001_AD3,BR,BRL,1188534.43
2023-02-28,2023,2,PRE,HOLD01,C001,C001_CO1,BR,BRL,1188534.43
2023-02-28,2023,2,PRE,HOLD01,C001,C001_CO2,BR,BRL,1188534.43
2023-02-28,2023,2,PRE,HOLD01,C001,C001_CO3,BR,BRL,1188534.43
2023-02-28,2023,2,POST,HOLD01,C001,C001_OP1,BR,BRL,1304449.23
2023-02-28,2023,2,POST,HOLD01,C001,C001_OP2,BR,BRL,1304449.23
2023-02-28,2023,2,POST,HOLD01,C001,C001_OP3,BR,BRL,1304449.23
2023-02-28,2023,2,POST,HOLD01,C001,C001_AD1,BR,BRL,1304449.23
2023-02-28,2023,2,POST,HOLD01,C001,C001_AD2,BR,BRL,1304449.23
2023-02-28,2023,2,POST,HOLD01,C001,C001_AD3,BR,BRL,1304449.23
2023-02-28,2023,2,POST,HOLD01,C001,C001_CO1,BR,BRL,1304449.23
2023-02-28,2023,2,POST,HOLD01,C001,C001_CO2,BR,BRL,1304449.23
2023-02-28,2023,2,POST,HOLD01,C001,C001_CO3,BR,BRL,1304449.23
2023-03-31,2023,3,PRE,HOLD01,C001,C001_OP1,BR,BRL,1188534.43
2023-03-31,2023,3,PRE,HOLD01,C001,C001_OP2,BR,BRL,1188534.43
2023-03-31,2023,3,PRE,HOLD01,C001,C001_OP3,BR,BRL,1188534.43
2023-03-31,2023,3,PRE,HOLD01,C001,C001_AD1,BR,BRL,1188534.43
2023-03-31,2023,3,PRE,HOLD01,C001,C001_AD2,BR,BRL,1188534.43
2023-03-31,2023,3,PRE,HOLD01,C001,C001_AD3,BR,BRL,1188534.43
2023-03-31,2023,3,PRE,HOLD01,C001,C001_CO1,BR,BRL,1188534.43
2023-03-31,2023,3,PRE,HOLD01,C001,C001_CO2,BR,BRL,1188534.43
2023-03-31,2023,3,PRE,HOLD01,C001,C001_CO3,BR,BRL,1188534.43
2023-03-31,2023,3,POST,HOLD01,C001,C001_OP1,BR,BRL,1421063.19
2023-03-31,2023,3,POST,HOLD01,C001,C001_OP2,BR,BRL,1421063.19
2023-03-31,2023,3,POST,HOLD01,C001,C001_OP3,BR,BRL,1421063.19
2023-03-31,2023,3,POST,HOLD01,C001,C001_AD1,BR,BRL,1421063.19
2023-03-31,2023,3,POST,HOLD01,C001,C001_AD2,BR,BRL,1421063.19
2023-03-31,2023,3,POST,HOLD01,C001,C001_AD3,BR,BRL,1421063.19
2023-03-31,2023,3,POST,HOLD01,C001,C001_CO1,BR,BRL,1421063.19
2023-03-31,2023,3,POST,HOLD01,C001,C001_CO2,BR,BRL,1421063.19
2023-03-31,2023,3,POST,HOLD01,C001,C001_CO3,BR,BRL,1421063.19
2023-04-30,2023,4,PRE,HOLD01,C001,C001_OP1,BR,BRL,1188534.43
2023-04-30,2023,4,PRE,HOLD01,C001,C001_OP2,BR,BRL,1188534.43
2023-04-30,2023,4,PRE,HOLD01,C001,C001_OP3,BR,BRL,1188534.43
2023-04-30,2023,4,PRE,HOLD01,C001,C001_AD1,BR,BRL,1188534.43
2023-04-30,2023,4,PRE,HOLD01,C001,C001_AD2,BR,BRL,1188534.43
2023-04-30,2023,4,PRE,HOLD01,C001,C001_AD3,BR,BRL,1188534.43
2023-04-30,2023,4,PRE,HOLD01,C001,C001_CO1,BR,BRL,1188534.43
2023-04-30,2023,4,PRE,HOLD01,C001,C001_CO2,BR,BRL,1188534.43
2023-04-30,2023,4,PRE,HOLD01,C001,C001_CO3,BR,BRL,1188534.43
2023-04-30,2023,4,POST,HOLD01,C001,C001_OP1,BR,BRL,1335385.74
2023-04-30,2023,4,POST,HOLD01,C001,C001_OP2,BR,BRL,1335385.74
2023-04-30,2023,4,POST,HOLD01,C001,C001_OP3,BR,BRL,1335385.74
2023-04-30,2023,4,POST,HOLD01,C001,C001_AD1,BR,BRL,1335385.74
2023-04-30,2023,4,POST,HOLD01,C001,C001_AD2,BR,BRL,1335385.74
2023-04-30,2023,4,POST,HOLD01,C001,C001_AD3,BR,BRL,1335385.74
2023-04-30,2023,4,POST,HOLD01,C001,C001_CO1,BR,BRL,1335385.74
2023-04-30,2023,4,POST,HOLD01,C001,C001_CO2,BR,BRL,1335385.74
2023-04-30,2023,4,POST,HOLD01,C001,C001_CO3,BR,BRL,1335385.74
2023-05-31,2023,5,PRE,HOLD01,C001,C001_OP1,BR,BRL,1188534.43
2023-05-31,2023,5,PRE,HOLD01,C001,C001_OP2,BR,BRL,1188534.43
2023-05-31,2023,5,PRE,HOLD01,C001,C001_OP3,BR,BRL,1188534.43
2023-05-31,2023,5,PRE,HOLD01,C001,C001_AD1,BR,BRL,1188534.43
2023-05-31,2023,5,PRE,HOLD01,C001,C001_AD2,BR,BRL,1188534.43
2023-05-31,2023,5,PRE,HOLD01,C001,C001_AD3,BR,BRL,1188534.43
2023-05-31,2023,5,PRE,HOLD01,C001,C001_CO1,BR,BRL,1188534.43
2023-05-31,2023,5,PRE,HOLD01,C001,C001_CO2,BR,BRL,1188534.43
2023-05-31,2023,5,PRE,HOLD01,C001,C001_CO3,BR,BRL,1188534.43
2023-05-31,2023,5,POST,HOLD01,C001,C001_OP1,BR,BRL,1398264.6
2023-05-31,2023,5,POST,HOLD01,C001,C001_OP2,BR,BRL,1398264.6
2023-05-31,2023,5,POST,HOLD01,C001,C001_OP3,BR,BRL,1398264.6
2023-05-31,2023,5,POST,HOLD01,C001,C001_AD1,BR,BRL,1398264.6
2023-05-31,2023,5,POST,HOLD01,C001,C001_AD2,BR,BRL,1398264.6
2023-05-31,2023,5,POST,HOLD01,C001,C001_AD3,BR,BRL,1398264.6
2023-05-31,2023,5,POST,HOLD01,C001,C001_CO1,BR,BRL,1398264.6
2023-05-31,2023,5,POST,HOLD01,C001,C001_CO2,BR,BRL,1398264.6
2023-05-31,2023,5,POST,HOLD01,C001,C001_CO3,BR,BRL,1398264.6
2023-06-30,2023,6,PRE,HOLD01,C001,C001_OP1,BR,BRL,1188534.43
2023-06-30,2023,6,PRE,HOLD01,C001,C001_OP2,BR,BRL,1188534.43
2023-06-30,2023,6,PRE,HOLD01,C001,C001_OP3,BR,BRL,1188534.43
2023-06-30,2023,6,PRE,HOLD01,C001,C001_AD1,BR,BRL,1188534.43
2023-06-30,2023,6,PRE,HOLD01,C001,C001_AD2,BR,BRL,1188534.43
2023-06-30,2023,6,PRE,HOLD01,C001,C001_AD3,BR,BRL,1188534.43
